Nama Lengkap,ASAL SMA,PILIHAN 1,,PILIHAN 2,,PILIHAN 3,,NILAI UTBK 1,,NILAI UTBK 2,,
,SMA Kemala Bhayangkari 1,UNIVERSITAS NEGERI SURABAYA,ILMU KOMUNIKASI,UNIVERSITAS NEGERI SURABAYA,ILMU KOMUNIKASI,UNIVERSITAS NEGERI SURABAYA,ILMU KOMUNIKASI,872.0,628.0,311.0,254.0,
,SMA Pembangunan 2,UNIVERSITAS NEGERI SURABAYA,SENI MUSIK,UNIVERSITAS NEGERI SURABAYA,SENI MUSIK,UNIVERSITAS NEGERI SURABAYA,SENI MUSIK,384.0,815.0,647.0,211.0,
,SMA Kartika 10,UNIVERSITAS NEGERI SURABAYA,DESAIN KOMUNIKASI VISUAL,UNIVERSITAS NEGERI SURABAYA,DESAIN KOMUNIKASI VISUAL,UNIVERSITAS NEGERI SURABAYA,DESAIN KOMUNIKASI VISUAL,475.0,571.0,282.0,740.0,
,SMAK Ketapang 2,UNIVERSITAS NEGERI SURABAYA,SENI RUPA MURNI,UNIVERSITAS NEGERI SURABAYA,SENI RUPA MURNI,UNIVERSITAS NEGERI SURABAYA,SENI RUPA MURNI,454.0,587.0,806.0,443.0,
,SMA Bina Kusuma,UNIVERSITAS NEGERI SURABAYA,EKONOMI ISLAM,UNIVERSITAS NEGERI SURABAYA,EKONOMI ISLAM,UNIVERSITAS NEGERI SURABAYA,EKONOMI ISLAM,749.0,767.0,114.0,129.0,
,SMA Tarsius 1,UNIVERSITAS NEGERI SURABAYA,PEND. ILMU PENGETAHUAN SOSIAL,UNIVERSITAS NEGERI SURABAYA,PEND. ILMU PENGETAHUAN SOSIAL,UNIVERSITAS NEGERI SURABAYA,PEND. ILMU PENGETAHUAN SOSIAL,135.0,322.0,558.0,487.0,
,SMA Santo Paulus,UNIVERSITAS NEGERI SURABAYA,EKONOMI,UNIVERSITAS NEGERI SURABAYA,EKONOMI,UNIVERSITAS NEGERI SURABAYA,EKONOMI,852.0,771.0,720.0,546.0,
,SMA Negeri 5 Purworejo,UNIVERSITAS NEGERI SURABAYA,PEND. MATEMATIKA,UNIVERSITAS NEGERI SURABAYA,PEND. MATEMATIKA,UNIVERSITAS NEGERI SURABAYA,PEND. MATEMATIKA,850.0,533.0,412.0,566.0,
,SMAI Aviccena,UNIVERSITAS NEGERI SURABAYA,PEND. FISIKA,UNIVERSITAS NEGERI SURABAYA,PEND. FISIKA,UNIVERSITAS NEGERI SURABAYA,PEND. FISIKA,869.0,533.0,216.0,219.0,
,SMA Negeri 3 Surakarta,UNIVERSITAS NEGERI SURABAYA,PEND. KIMIA,UNIVERSITAS NEGERI SURABAYA,PEND. KIMIA,UNIVERSITAS NEGERI SURABAYA,PEND. KIMIA,792.0,114.0,149.0,775.0,
,SMA Gita Bahari,UNIVERSITAS NEGERI SURABAYA,PEND. BIOLOGI,UNIVERSITAS NEGERI SURABAYA,PEND. BIOLOGI,UNIVERSITAS NEGERI SURABAYA,PEND. BIOLOGI,884.0,700.0,855.0,245.0,
,SMAI Global,UNIVERSITAS NEGERI SURABAYA,MATEMATIKA,UNIVERSITAS NEGERI SURABAYA,MATEMATIKA,UNIVERSITAS NEGERI SURABAYA,MATEMATIKA,521.0,233.0,238.0,365.0,
,SMAI Al Azhar,UNIVERSITAS NEGERI SURABAYA,FISIKA,UNIVERSITAS NEGERI SURABAYA,FISIKA,UNIVERSITAS NEGERI SURABAYA,FISIKA,509.0,391.0,609.0,400.0,
,SMA Pasundan 3,UNIVERSITAS NEGERI SURABAYA,KIMIA,UNIVERSITAS NEGERI SURABAYA,KIMIA,UNIVERSITAS NEGERI SURABAYA,KIMIA,547.0,310.0,163.0,130.0,
,SMA Negeri 1 Watumalang,UNIVERSITAS NEGERI SURABAYA,BIOLOGI,UNIVERSITAS NEGERI SURABAYA,BIOLOGI,UNIVERSITAS NEGERI SURABAYA,BIOLOGI,633.0,580.0,259.0,299.0,
,SMALB Setya Darma,UNIVERSITAS NEGERI SURABAYA,PEND. SAINS,UNIVERSITAS NEGERI SURABAYA,PEND. SAINS,UNIVERSITAS NEGERI SURABAYA,PEND. SAINS,621.0,450.0,793.0,551.0,
,SMA Negeri 5 Mataram,UNIVERSITAS NEGERI SURABAYA,PEND. TEKNIK ELEKTRO,UNIVERSITAS NEGERI SURABAYA,PEND. TEKNIK ELEKTRO,UNIVERSITAS NEGERI SURABAYA,PEND. TEKNIK ELEKTRO,313.0,545.0,260.0,707.0,
,SMA Islam Pragolapati,UNIVERSITAS NEGERI SURABAYA,PEND. TEKNIK MESIN,UNIVERSITAS NEGERI SURABAYA,PEND. TEKNIK MESIN,UNIVERSITAS NEGERI SURABAYA,PEND. TEKNIK MESIN,240.0,762.0,539.0,598.0,
,SMA Al Ishlah Diakui,UNIVERSITAS NEGERI SURABAYA,PEND. TEKNIK BANGUNAN,UNIVERSITAS NEGERI SURABAYA,PEND. TEKNIK BANGUNAN,UNIVERSITAS NEGERI SURABAYA,PEND. TEKNIK BANGUNAN,653.0,403.0,224.0,719.0,
,SMA Katolik St. Ignatius,UNIVERSITAS NEGERI SURABAYA,ILMU KEOLAHRAGAAN,UNIVERSITAS NEGERI SURABAYA,ILMU KEOLAHRAGAAN,UNIVERSITAS NEGERI SURABAYA,ILMU KEOLAHRAGAAN,754.0,592.0,738.0,261.0,
,SMA Negeri 2 Bae Kudus(SSN),UNIVERSITAS NEGERI SURABAYA,TEKNIK SIPIL,UNIVERSITAS NEGERI SURABAYA,TEKNIK SIPIL,UNIVERSITAS NEGERI SURABAYA,TEKNIK SIPIL,704.0,665.0,458.0,384.0,
,SMA Sang Timur,UNIVERSITAS NEGERI SURABAYA,PENDIDIKAN TEKNOLOGI INFORMASI,UNIVERSITAS NEGERI SURABAYA,PENDIDIKAN TEKNOLOGI INFORMASI,UNIVERSITAS NEGERI SURABAYA,PENDIDIKAN TEKNOLOGI INFORMASI,314.0,136.0,694.0,535.0,
,SMA Negeri 64,UNIVERSITAS NEGERI SURABAYA,TEKNIK ELEKTRO,UNIVERSITAS NEGERI SURABAYA,TEKNIK ELEKTRO,UNIVERSITAS NEGERI SURABAYA,TEKNIK ELEKTRO,853.0,224.0,738.0,147.0,
,Sekolah Pelayaran Advent Tahuna,UNIVERSITAS NEGERI SURABAYA,TEKNIK MESIN,UNIVERSITAS NEGERI SURABAYA,TEKNIK MESIN,UNIVERSITAS NEGERI SURABAYA,TEKNIK MESIN,197.0,779.0,889.0,640.0,
,SMA Negeri 4 Kabupaten Tangerang,UNIVERSITAS NEGERI SURABAYA,SISTEM INFORMASI,UNIVERSITAS NEGERI SURABAYA,SISTEM INFORMASI,UNIVERSITAS NEGERI SURABAYA,SISTEM INFORMASI,231.0,648.0,393.0,205.0,
,SMA Negeri 5,UNIVERSITAS NEGERI SURABAYA,TEKNIK INFORMATIKA,UNIVERSITAS NEGERI SURABAYA,TEKNIK INFORMATIKA,UNIVERSITAS NEGERI SURABAYA,TEKNIK INFORMATIKA,180.0,789.0,386.0,420.0,
,SMA Ksatria,UNIVERSITAS NEGERI SURABAYA,GIZI,UNIVERSITAS NEGERI SURABAYA,GIZI,UNIVERSITAS NEGERI SURABAYA,GIZI,584.0,373.0,102.0,370.0,
,SMA Muhammadiyah 2 Gemolong,UNIVERSITAS NEGERI SURABAYA,PSIKOLOGI PENDIDIKAN DAN BIMBINGAN,UNIVERSITAS NEGERI SURABAYA,PSIKOLOGI PENDIDIKAN DAN BIMBINGAN,UNIVERSITAS NEGERI SURABAYA,PSIKOLOGI PENDIDIKAN DAN BIMBINGAN,169.0,294.0,695.0,662.0,
,SMA Bina Warga 2 Palembang,UNIVERSITAS NEGERI SURABAYA,KURIKULUM DAN TEKNOLOGI PENDIDIKAN,UNIVERSITAS NEGERI SURABAYA,KURIKULUM DAN TEKNOLOGI PENDIDIKAN,UNIVERSITAS NEGERI SURABAYA,KURIKULUM DAN TEKNOLOGI PENDIDIKAN,437.0,417.0,411.0,708.0,
,SMA Negeri 1 Mataram,UNIVERSITAS NEGERI SURABAYA,PENDIDIKAN LUAR SEKOLAH,UNIVERSITAS NEGERI SURABAYA,PENDIDIKAN LUAR SEKOLAH,UNIVERSITAS NEGERI SURABAYA,PENDIDIKAN LUAR SEKOLAH,870.0,474.0,614.0,849.0,
,SMAK IPEKA Sunter,UNIVERSITAS NEGERI SURABAYA,PENDI. LUAR BIASA,UNIVERSITAS NEGERI SURABAYA,PENDI. LUAR BIASA,UNIVERSITAS NEGERI SURABAYA,PENDI. LUAR BIASA,485.0,158.0,465.0,753.0,
,SMA YADIKA 2,UNIVERSITAS NEGERI SURABAYA,PGSD,UNIVERSITAS NEGERI SURABAYA,PGSD,UNIVERSITAS NEGERI SURABAYA,PGSD,668.0,264.0,743.0,304.0,
,SMA PGRI 11,UNIVERSITAS NEGERI SURABAYA,PSIKOLOGI,UNIVERSITAS NEGERI SURABAYA,PSIKOLOGI,UNIVERSITAS NEGERI SURABAYA,PSIKOLOGI,164.0,791.0,550.0,136.0,
,SMAK Kasih Karunia,UNIVERSITAS NEGERI SURABAYA,PG-PAUD,UNIVERSITAS NEGERI SURABAYA,PG-PAUD,UNIVERSITAS NEGERI SURABAYA,PG-PAUD,823.0,839.0,818.0,111.0,
,SMA Negeri 4,UNIVERSITAS NEGERI SURABAYA,P. BAHASA DAN SASTRA INDONESIA,UNIVERSITAS NEGERI SURABAYA,P. BAHASA DAN SASTRA INDONESIA,UNIVERSITAS NEGERI SURABAYA,P. BAHASA DAN SASTRA INDONESIA,774.0,742.0,137.0,733.0,
,SMA Negeri 2 Kroya,UNIVERSITAS NEGERI SURABAYA,P. BAHASA INGGRIS,UNIVERSITAS NEGERI SURABAYA,P. BAHASA INGGRIS,UNIVERSITAS NEGERI SURABAYA,P. BAHASA INGGRIS,302.0,522.0,435.0,801.0,
,SMA Bakti Mulia 400,UNIVERSITAS NEGERI SURABAYA,P. BAHASA JERMAN,UNIVERSITAS NEGERI SURABAYA,P. BAHASA JERMAN,UNIVERSITAS NEGERI SURABAYA,P. BAHASA JERMAN,215.0,415.0,321.0,142.0,
,SMA Kolese Loyola,UNIVERSITAS NEGERI SURABAYA,P. BAHASA JEPANG,UNIVERSITAS NEGERI SURABAYA,P. BAHASA JEPANG,UNIVERSITAS NEGERI SURABAYA,P. BAHASA JEPANG,842.0,332.0,621.0,363.0,
,SMA Swadaya,UNIVERSITAS NEGERI SURABAYA,P. BAHASA DAERAH (JAWA),UNIVERSITAS NEGERI SURABAYA,P. BAHASA DAERAH (JAWA),UNIVERSITAS NEGERI SURABAYA,P. BAHASA DAERAH (JAWA),195.0,225.0,135.0,439.0,
,SMA Sriguna Palembang,UNIVERSITAS NEGERI SURABAYA,P. SENI RUPA,UNIVERSITAS NEGERI SURABAYA,P. SENI RUPA,UNIVERSITAS NEGERI SURABAYA,P. SENI RUPA,534.0,215.0,210.0,167.0,
,SMA PGRI 3,UNIVERSITAS NEGERI SURABAYA,P. SENDRATASIK,UNIVERSITAS NEGERI SURABAYA,P. SENDRATASIK,UNIVERSITAS NEGERI SURABAYA,P. SENDRATASIK,861.0,376.0,785.0,368.0,
,MA Muhammadiyah Purwokerto,UNIVERSITAS NEGERI SURABAYA,SASTRA INDONESIA,UNIVERSITAS NEGERI SURABAYA,SASTRA INDONESIA,UNIVERSITAS NEGERI SURABAYA,SASTRA INDONESIA,621.0,191.0,839.0,779.0,
,SMA PGRI 12,UNIVERSITAS NEGERI SURABAYA,SASTRA INGGRIS,UNIVERSITAS NEGERI SURABAYA,SASTRA INGGRIS,UNIVERSITAS NEGERI SURABAYA,SASTRA INGGRIS,119.0,410.0,829.0,818.0,
,SMA Cendrawasih 1,UNIVERSITAS NEGERI SURABAYA,SASTRA JERMAN,UNIVERSITAS NEGERI SURABAYA,SASTRA JERMAN,UNIVERSITAS NEGERI SURABAYA,SASTRA JERMAN,161.0,720.0,660.0,623.0,
,SMA Global Mandiri,UNIVERSITAS NEGERI SURABAYA,PEND. PANCASILA DAN KEWARGANEGARAAN,UNIVERSITAS NEGERI SURABAYA,PEND. PANCASILA DAN KEWARGANEGARAAN,UNIVERSITAS NEGERI SURABAYA,PEND. PANCASILA DAN KEWARGANEGARAAN,509.0,762.0,209.0,394.0,
,SMA Muhammadiyah 1 Kedungreja,UNIVERSITAS NEGERI SURABAYA,P. GEOGRAFI,UNIVERSITAS NEGERI SURABAYA,P. GEOGRAFI,UNIVERSITAS NEGERI SURABAYA,P. GEOGRAFI,509.0,854.0,355.0,536.0,
,SMA Immanuel Kalasan,UNIVERSITAS NEGERI SURABAYA,PEND. SEJARAH,UNIVERSITAS NEGERI SURABAYA,PEND. SEJARAH,UNIVERSITAS NEGERI SURABAYA,PEND. SEJARAH,676.0,127.0,422.0,412.0,
,SMA Negeri 6 Tangerang Selatan,UNIVERSITAS NEGERI SURABAYA,SOSIOLOGI,UNIVERSITAS NEGERI SURABAYA,SOSIOLOGI,UNIVERSITAS NEGERI SURABAYA,SOSIOLOGI,627.0,441.0,197.0,204.0,
,SMA Negeri 42,UNIVERSITAS NEGERI SURABAYA,ILMU ADMINISTRASI NEGARA,UNIVERSITAS NEGERI SURABAYA,ILMU ADMINISTRASI NEGARA,UNIVERSITAS NEGERI SURABAYA,ILMU ADMINISTRASI NEGARA,240.0,436.0,598.0,374.0,
,SMA Negeri 1 Pengasih,UNIVERSITAS NEGERI SURABAYA,"PEND. JASMANI, KESEHATAN DAN REKREASI",UNIVERSITAS NEGERI SURABAYA,"PEND. JASMANI, KESEHATAN DAN REKREASI",UNIVERSITAS NEGERI SURABAYA,"PEND. JASMANI, KESEHATAN DAN REKREASI",139.0,216.0,361.0,445.0,
,SMA Negeri 1 Tangerang Selatan,UNIVERSITAS NEGERI SURABAYA,PEND. KEPELATIHAN OLAHRAGA,UNIVERSITAS NEGERI SURABAYA,PEND. KEPELATIHAN OLAHRAGA,UNIVERSITAS NEGERI SURABAYA,PEND. KEPELATIHAN OLAHRAGA,598.0,558.0,325.0,384.0,
,SMA Negeri 16 Pandeglang,UNIVERSITAS NEGERI SURABAYA,P. EKONOMI,UNIVERSITAS NEGERI SURABAYA,P. EKONOMI,UNIVERSITAS NEGERI SURABAYA,P. EKONOMI,623.0,354.0,261.0,437.0,
,SMA YABIS,UNIVERSITAS NEGERI SURABAYA,MANAJEMEN,UNIVERSITAS NEGERI SURABAYA,MANAJEMEN,UNIVERSITAS NEGERI SURABAYA,MANAJEMEN,412.0,675.0,604.0,223.0,
,SMA Kristen Widya Wacana,UNIVERSITAS NEGERI SURABAYA,AKUNTANSI,UNIVERSITAS NEGERI SURABAYA,AKUNTANSI,UNIVERSITAS NEGERI SURABAYA,AKUNTANSI,520.0,749.0,479.0,652.0,
,SMA Negeri 23,UNIVERSITAS NEGERI SURABAYA,PEND. TATA RIAS,UNIVERSITAS NEGERI SURABAYA,PEND. TATA RIAS,UNIVERSITAS NEGERI SURABAYA,PEND. TATA RIAS,315.0,845.0,511.0,341.0,
,SMA Angkasa Adisucipto Depok,UNIVERSITAS NEGERI SURABAYA,MANAJEMEN PENDIDIKAN,UNIVERSITAS NEGERI SURABAYA,MANAJEMEN PENDIDIKAN,UNIVERSITAS NEGERI SURABAYA,MANAJEMEN PENDIDIKAN,465.0,441.0,721.0,823.0,
,SMA Kristen 2,UNIVERSITAS NEGERI SURABAYA,ILMU HUKUM,UNIVERSITAS NEGERI SURABAYA,ILMU HUKUM,UNIVERSITAS NEGERI SURABAYA,ILMU HUKUM,164.0,773.0,689.0,196.0,
,SMA Kesatuan Bangsa,UNIVERSITAS NEGERI SURABAYA,PEND. BAHASA MANDARIN,UNIVERSITAS NEGERI SURABAYA,PEND. BAHASA MANDARIN,UNIVERSITAS NEGERI SURABAYA,PEND. BAHASA MANDARIN,158.0,472.0,381.0,825.0,
,SMA Jakarta Jaya,UNIVERSITAS NEGERI SURABAYA,PEND. TATA BOGA,UNIVERSITAS NEGERI SURABAYA,PEND. TATA BOGA,UNIVERSITAS NEGERI SURABAYA,PEND. TATA BOGA,474.0,237.0,407.0,710.0,
,SMA Negeri 59,UNIVERSITAS NEGERI SURABAYA,PEND. TATA BUSANA,UNIVERSITAS NEGERI SURABAYA,PEND. TATA BUSANA,UNIVERSITAS NEGERI SURABAYA,PEND. TATA BUSANA,304.0,339.0,722.0,737.0,
,SMA Mutiara 17 Agustus,UNIVERSITAS NEGERI SURABAYA,PEND. AKUNTANSI,UNIVERSITAS NEGERI SURABAYA,PEND. AKUNTANSI,UNIVERSITAS NEGERI SURABAYA,PEND. AKUNTANSI,200.0,754.0,248.0,545.0,
,SMA Maranatha,UNIVERSITAS NEGERI SURABAYA,PEND. TATA NIAGA,UNIVERSITAS NEGERI SURABAYA,PEND. TATA NIAGA,UNIVERSITAS NEGERI SURABAYA,PEND. TATA NIAGA,605.0,477.0,474.0,464.0,
,MA Darul Masholeh,UNIVERSITAS NEGERI SURABAYA,PEND. ADM. PERKANTORAN,UNIVERSITAS NEGERI SURABAYA,PEND. ADM. PERKANTORAN,UNIVERSITAS NEGERI SURABAYA,PEND. ADM. PERKANTORAN,505.0,142.0,677.0,743.0,
,SMAI Al Azhar Syifa Budi,UNIVERSITAS NEGERI SURABAYA,ILMU KOMUNIKASI,UNIVERSITAS NEGERI SURABAYA,ILMU KOMUNIKASI,UNIVERSITAS NEGERI SURABAYA,ILMU KOMUNIKASI,469.0,626.0,797.0,654.0,
,SMA Negeri 2 Jember,UNIVERSITAS NEGERI SURABAYA,SENI MUSIK,UNIVERSITAS NEGERI SURABAYA,SENI MUSIK,UNIVERSITAS NEGERI SURABAYA,SENI MUSIK,205.0,812.0,411.0,241.0,
,MA Ma'arif NU Kebasen,UNIVERSITAS NEGERI SURABAYA,DESAIN KOMUNIKASI VISUAL,UNIVERSITAS NEGERI SURABAYA,DESAIN KOMUNIKASI VISUAL,UNIVERSITAS NEGERI SURABAYA,DESAIN KOMUNIKASI VISUAL,871.0,280.0,717.0,151.0,
,SMA Negeri 1 Bojong,UNIVERSITAS NEGERI SURABAYA,SENI RUPA MURNI,UNIVERSITAS NEGERI SURABAYA,SENI RUPA MURNI,UNIVERSITAS NEGERI SURABAYA,SENI RUPA MURNI,487.0,775.0,466.0,558.0,
,SLB Ulaka Penca,UNIVERSITAS NEGERI SURABAYA,EKONOMI ISLAM,UNIVERSITAS NEGERI SURABAYA,EKONOMI ISLAM,UNIVERSITAS NEGERI SURABAYA,EKONOMI ISLAM,315.0,697.0,282.0,296.0,
,SMA Taruna,UNIVERSITAS NEGERI SURABAYA,PEND. ILMU PENGETAHUAN SOSIAL,UNIVERSITAS NEGERI SURABAYA,PEND. ILMU PENGETAHUAN SOSIAL,UNIVERSITAS NEGERI SURABAYA,PEND. ILMU PENGETAHUAN SOSIAL,712.0,149.0,233.0,315.0,
,SMA Katolik Budi Darma,UNIVERSITAS NEGERI SURABAYA,EKONOMI,UNIVERSITAS NEGERI SURABAYA,EKONOMI,UNIVERSITAS NEGERI SURABAYA,EKONOMI,782.0,688.0,568.0,643.0,
,SMA Mujahidin,UNIVERSITAS NEGERI SURABAYA,PEND. MATEMATIKA,UNIVERSITAS NEGERI SURABAYA,PEND. MATEMATIKA,UNIVERSITAS NEGERI SURABAYA,PEND. MATEMATIKA,218.0,662.0,232.0,745.0,
,SMA YPE,UNIVERSITAS NEGERI SURABAYA,PEND. FISIKA,UNIVERSITAS NEGERI SURABAYA,PEND. FISIKA,UNIVERSITAS NEGERI SURABAYA,PEND. FISIKA,361.0,351.0,550.0,145.0,
,SMA Negeri 1 Temanggung,UNIVERSITAS NEGERI SURABAYA,PEND. KIMIA,UNIVERSITAS NEGERI SURABAYA,PEND. KIMIA,UNIVERSITAS NEGERI SURABAYA,PEND. KIMIA,347.0,331.0,529.0,542.0,
,MADRASAH ALIYAH NEGERI SALATIGA (MAN SALATIGA),UNIVERSITAS NEGERI SURABAYA,PEND. BIOLOGI,UNIVERSITAS NEGERI SURABAYA,PEND. BIOLOGI,UNIVERSITAS NEGERI SURABAYA,PEND. BIOLOGI,147.0,249.0,173.0,444.0,
,"SMA Swasta ""AMAL-MAS"" 2",UNIVERSITAS NEGERI SURABAYA,MATEMATIKA,UNIVERSITAS NEGERI SURABAYA,MATEMATIKA,UNIVERSITAS NEGERI SURABAYA,MATEMATIKA,308.0,130.0,545.0,287.0,
,SMA Abdi Agape,UNIVERSITAS NEGERI SURABAYA,FISIKA,UNIVERSITAS NEGERI SURABAYA,FISIKA,UNIVERSITAS NEGERI SURABAYA,FISIKA,116.0,790.0,226.0,800.0,
,SMA Pasundan 1,UNIVERSITAS NEGERI SURABAYA,KIMIA,UNIVERSITAS NEGERI SURABAYA,KIMIA,UNIVERSITAS NEGERI SURABAYA,KIMIA,111.0,609.0,796.0,252.0,
,SMA Trinitas,UNIVERSITAS NEGERI SURABAYA,BIOLOGI,UNIVERSITAS NEGERI SURABAYA,BIOLOGI,UNIVERSITAS NEGERI SURABAYA,BIOLOGI,373.0,294.0,562.0,340.0,
,SMA Negeri 13 Semarang,UNIVERSITAS NEGERI SURABAYA,PEND. SAINS,UNIVERSITAS NEGERI SURABAYA,PEND. SAINS,UNIVERSITAS NEGERI SURABAYA,PEND. SAINS,720.0,384.0,478.0,198.0,
,SMA Muh 2 Depok,UNIVERSITAS NEGERI SURABAYA,PEND. TEKNIK ELEKTRO,UNIVERSITAS NEGERI SURABAYA,PEND. TEKNIK ELEKTRO,UNIVERSITAS NEGERI SURABAYA,PEND. TEKNIK ELEKTRO,116.0,131.0,556.0,209.0,
,SMA Negeri 5 Surakarta,UNIVERSITAS NEGERI SURABAYA,PEND. TEKNIK MESIN,UNIVERSITAS NEGERI SURABAYA,PEND. TEKNIK MESIN,UNIVERSITAS NEGERI SURABAYA,PEND. TEKNIK MESIN,884.0,547.0,529.0,344.0,
,Universitas Pelita Harapan College,UNIVERSITAS NEGERI SURABAYA,PEND. TEKNIK BANGUNAN,UNIVERSITAS NEGERI SURABAYA,PEND. TEKNIK BANGUNAN,UNIVERSITAS NEGERI SURABAYA,PEND. TEKNIK BANGUNAN,692.0,563.0,339.0,168.0,
,SMA Muhammadiyah 2,UNIVERSITAS NEGERI SURABAYA,ILMU KEOLAHRAGAAN,UNIVERSITAS NEGERI SURABAYA,ILMU KEOLAHRAGAAN,UNIVERSITAS NEGERI SURABAYA,ILMU KEOLAHRAGAAN,774.0,709.0,829.0,241.0,
,SMA Fonsvitae 1,UNIVERSITAS NEGERI SURABAYA,TEKNIK SIPIL,UNIVERSITAS NEGERI SURABAYA,TEKNIK SIPIL,UNIVERSITAS NEGERI SURABAYA,TEKNIK SIPIL,572.0,246.0,187.0,770.0,
,(SMA N 1 Bobotsari),UNIVERSITAS NEGERI SURABAYA,PENDIDIKAN TEKNOLOGI INFORMASI,UNIVERSITAS NEGERI SURABAYA,PENDIDIKAN TEKNOLOGI INFORMASI,UNIVERSITAS NEGERI SURABAYA,PENDIDIKAN TEKNOLOGI INFORMASI,404.0,619.0,853.0,624.0,
,SMA Negeri 1 Sukakarya,UNIVERSITAS NEGERI SURABAYA,TEKNIK ELEKTRO,UNIVERSITAS NEGERI SURABAYA,TEKNIK ELEKTRO,UNIVERSITAS NEGERI SURABAYA,TEKNIK ELEKTRO,338.0,659.0,284.0,486.0,
,SMA Negeri 2 Bengkulu,UNIVERSITAS NEGERI SURABAYA,TEKNIK MESIN,UNIVERSITAS NEGERI SURABAYA,TEKNIK MESIN,UNIVERSITAS NEGERI SURABAYA,TEKNIK MESIN,234.0,501.0,866.0,440.0,
,SMA Negeri 2 Genteng,UNIVERSITAS NEGERI SURABAYA,SISTEM INFORMASI,UNIVERSITAS NEGERI SURABAYA,SISTEM INFORMASI,UNIVERSITAS NEGERI SURABAYA,SISTEM INFORMASI,264.0,229.0,353.0,392.0,
,SMA Muhammadiyah 18,UNIVERSITAS NEGERI SURABAYA,TEKNIK INFORMATIKA,UNIVERSITAS NEGERI SURABAYA,TEKNIK INFORMATIKA,UNIVERSITAS NEGERI SURABAYA,TEKNIK INFORMATIKA,900.0,776.0,195.0,524.0,
,SMA Rexmundi,UNIVERSITAS NEGERI SURABAYA,GIZI,UNIVERSITAS NEGERI SURABAYA,GIZI,UNIVERSITAS NEGERI SURABAYA,GIZI,798.0,153.0,568.0,706.0,
,SMA Negeri 1 Kedungwuni,UNIVERSITAS NEGERI SURABAYA,PSIKOLOGI PENDIDIKAN DAN BIMBINGAN,UNIVERSITAS NEGERI SURABAYA,PSIKOLOGI PENDIDIKAN DAN BIMBINGAN,UNIVERSITAS NEGERI SURABAYA,PSIKOLOGI PENDIDIKAN DAN BIMBINGAN,732.0,111.0,749.0,609.0,
,SMA Negeri 2 Kota Serang,UNIVERSITAS NEGERI SURABAYA,KURIKULUM DAN TEKNOLOGI PENDIDIKAN,UNIVERSITAS NEGERI SURABAYA,KURIKULUM DAN TEKNOLOGI PENDIDIKAN,UNIVERSITAS NEGERI SURABAYA,KURIKULUM DAN TEKNOLOGI PENDIDIKAN,405.0,381.0,224.0,434.0,
,SMA Stella Maris,UNIVERSITAS NEGERI SURABAYA,PENDIDIKAN LUAR SEKOLAH,UNIVERSITAS NEGERI SURABAYA,PENDIDIKAN LUAR SEKOLAH,UNIVERSITAS NEGERI SURABAYA,PENDIDIKAN LUAR SEKOLAH,678.0,220.0,742.0,598.0,
,MAN Sumpiuh,UNIVERSITAS NEGERI SURABAYA,PENDI. LUAR BIASA,UNIVERSITAS NEGERI SURABAYA,PENDI. LUAR BIASA,UNIVERSITAS NEGERI SURABAYA,PENDI. LUAR BIASA,818.0,681.0,565.0,198.0,
,SMAI Fajrul,UNIVERSITAS NEGERI SURABAYA,PGSD,UNIVERSITAS NEGERI SURABAYA,PGSD,UNIVERSITAS NEGERI SURABAYA,PGSD,643.0,564.0,254.0,563.0,
,SMA Duta Bangsa,UNIVERSITAS NEGERI SURABAYA,PSIKOLOGI,UNIVERSITAS NEGERI SURABAYA,PSIKOLOGI,UNIVERSITAS NEGERI SURABAYA,PSIKOLOGI,806.0,646.0,329.0,441.0,
,SMA Negeri 55,UNIVERSITAS NEGERI SURABAYA,PG-PAUD,UNIVERSITAS NEGERI SURABAYA,PG-PAUD,UNIVERSITAS NEGERI SURABAYA,PG-PAUD,109.0,301.0,508.0,771.0,
,SMA Regina Pacis,UNIVERSITAS NEGERI SURABAYA,P. BAHASA DAN SASTRA INDONESIA,UNIVERSITAS NEGERI SURABAYA,P. BAHASA DAN SASTRA INDONESIA,UNIVERSITAS NEGERI SURABAYA,P. BAHASA DAN SASTRA INDONESIA,658.0,649.0,301.0,358.0,
,SMA Negeri 1 Mejobo Kudus (SSN),UNIVERSITAS NEGERI SURABAYA,P. BAHASA INGGRIS,UNIVERSITAS NEGERI SURABAYA,P. BAHASA INGGRIS,UNIVERSITAS NEGERI SURABAYA,P. BAHASA INGGRIS,289.0,303.0,479.0,806.0,
,SMA Muhammadiyah 1,UNIVERSITAS NEGERI SURABAYA,P. BAHASA JERMAN,UNIVERSITAS NEGERI SURABAYA,P. BAHASA JERMAN,UNIVERSITAS NEGERI SURABAYA,P. BAHASA JERMAN,478.0,335.0,421.0,292.0,
,SMA Advent,UNIVERSITAS NEGERI SURABAYA,P. BAHASA JEPANG,UNIVERSITAS NEGERI SURABAYA,P. BAHASA JEPANG,UNIVERSITAS NEGERI SURABAYA,P. BAHASA JEPANG,515.0,399.0,592.0,283.0,
,SMA Negeri 2 Semarang,UNIVERSITAS NEGERI SURABAYA,P. BAHASA DAERAH (JAWA),UNIVERSITAS NEGERI SURABAYA,P. BAHASA DAERAH (JAWA),UNIVERSITAS NEGERI SURABAYA,P. BAHASA DAERAH (JAWA),333.0,784.0,472.0,508.0,
